Handle,Post,Date
@PhanerosWear,kenyapowercare electricity since thursday evening todays saturday issue transformer right opposite deliverance church old donholm ac,13-Apr
@vostiz,kenyapowercare hi darkness since wednesday evening till transformer blew hence darkness kindy assist informed team action case meter,12-Apr
@Halima_mima10,pure joke kenyapowercare tell us faulty transformer repaired monday days since dont power,12-Apr
@NancyAbuga61805,gesweswe area ekerenyo nyamira county whats happeningkenya power came replacement transformer fallen due heavy rain replaced one working since never received power whats happening please help,12-Apr
@RealEmmkay,kenyapowercare need electricity mumias area around st peters boys power low voltage suspected transformer failure,12-Apr
@benaomondi,kenyapowercare power muimara estate imara daima since morning transformer shorted power disappeared restored,12-Apr
@GCindano,kenyapowercare good afternoon sirs transformers exploded near samson corner embunairobi highway area without electricity please assist asante,12-Apr
@AlexFougz,githurai relli area still one yet replaced exploded soo sad still colonial transformers poles independence ni nyinyi,12-Apr
@MsaniiTonie,think kplc unprofessional company problem persist year fix check transformer kwa mundia near olive green hotel murera week count days power either dim flickering,12-Apr
@jobransupplies,please would get touch staff ruai come get transformer replaced wasnt issued ref number,12-Apr
@kemboilabank,today day without power due transformer malfunction along gitanga road possibility restoration todaycofekafri,12-Apr
@Poet_Mwangi_,kenyapowercare power since last week transformer problem team came picked returned since kindly assist account,12-Apr
@Kiringureuben1,pretend handle shit like ever coz highlight mainstream media many explodeddamaged transformers replaced esp rurals mtuo upuzi apa buana,12-Apr
@DavidMuritu2,addressedthe transformer blew taken kplc team power whole week,12-Apr
@MweraOmar,transformer blown muimara estate transformer international christian centre account kindly assist,12-Apr
@MaxwellRam76940,kindly come sort issue iishe kindly transformer back bado hakuna stima returned last week friday kindly plea complete,12-Apr
@EEllahshire,kenyapowercare experiencing power outage heard loud blast possibly transformer lights went kindly sort us,12-Apr
@FinelayO,technicians came said transformer kaput kindly act,9-Apr
@jumaconnie6,kenyapowercare reference number account number joska outreach transformer areas power kindly assist,9-Apr
@venyanga,kenyapowercare transformer rd time week wholesale mugutharuiru help,9-Apr
@Bon_Sinner,massive explosion transformer green estate kiembeni mombasa resulting power outage whole area,9-Apr
@Bon_Sinner,kenyapowercare massive explosion transformer green estate kiembeni mombasa resulting power outage,9-Apr
@KamauJeorge,kenyapowercare power outage yesterday night transformer nyeri kindly assist,9-Apr
@Shish_kabucho,kenyapowercare months since transformer serving gichungo farmers water project githiga kiambu got spoilt months water water supposed serving farmers orphanage schools milk plant everything else fixing transformer,9-Apr
@KembBernard,kenyapowercare area transformer low vaultage please assist two days,9-Apr
@RoseKeya,kenyapowercare happening power maziwa transformer getting fixed day without power,9-Apr
@EAapwoka,hi live mumias town estate known camcom right middle mumias town electricity month faulty transformer wondering take issue fixed surely offices next door,8-Apr
@Leonyab2017,kenyapowercare experiencing power blackout utawala githunguri opposite ottomat supermarket think issue transformer,8-Apr
@kuria_anthony,kenyapowercare ruiru office service sickening weve reported issue low power mugutha action bure kabisa upgrade dawn transformer,8-Apr
@wabatossy,kenyapowercare staff driving kdg c came lower kabete pm tinkered transformer dont lights,8-Apr
@_kings_shot,kenyapowercare hellokindly sort transformer issue usit month nowkazi zetu zimesimamamumias towncamcon near township primary,8-Apr
@mirikomarangu,kenyapowercare five days without power around kigane nkubu area due blast area transformeralot businesses around area closedits developed area lack power even day losses people counting unbelievable unbearable,8-Apr
@MuchiriTinnie,transformer explosion saturday night mnarani junction kindly look itwe power since,8-Apr
@jdominiq,kenyapowercare theres power since saturday evergreenrunda kiambu rd around ebony street adjacent consumers going smoke emanating transformer neighborhood,8-Apr
@C_Wanjohi45,complaint numbers kplc removed transformer last wednesday april morning returned days without power communication losses fromour businesses total darkness serious aky,8-Apr
@OfficialMugo,kenyapowercare raised issue ya dm ya transformer kulipuka embu county runyenjesgichiche ngimari village mkishughulika pia shughulikieni wannachi week plus know another one yet darkness much handle,7-Apr
@Dekitdk,kenyapowercare kenyapower happens transformer blows soon changed,7-Apr
@kerebij1,kenyapowercare days since people took transformer along melawa street airbase wardnothing communicated far darki wonder would westlands karen double standards peak,7-Apr
@MoAngwenyi,kenyapowercare people carried transformer left still darkness,7-Apr
@ALOICETHEFIRST,unfortunately always wait disaster happen l highlighted transformers almost covered vegetation pondamali area nakuru,7-Apr
@protusonyango,kenyapowercare please save learners mungakha primary secondary schools without power kplc workers collected spoiled transformer months ago need power study residents also need power,7-Apr
@nyashville254,power supply stable meter okay problem transformer even homes problem,7-Apr
@PtaahW,kenyapowercare reported transformer deliberately decided ignore months later fallen classroom ruiru officials promising act nothing crazynairobian osamaotero cofekafrica citizentvkenya ntvkenya,7-Apr
@kengache,kenyapowercare ref technical team transformer disconnected circled points snd left power hrs,7-Apr
@kengache,kenyapowercare whats status ref hrs without power ushago right next super highway isnt malicious technical team disconnect things transformer disappear kindly sort,7-Apr
@eric_rinchez,hello kplc staff disconnect transformer working disappear two days without power leading loss business tassia baraka area acc,7-Apr
@kengache,technical team came yesterday morning actually disconnected things one transformer started leaving called said going check another transformer would back never came back,7-Apr
@apenji_88,kenyapowercare kenya power customer care transformer baraka estate nakuru broken,7-Apr
@apenji_88,kenyapowercare issue transformer baraka estate nakuru please attend us thanks,7-Apr
@OkothRonald,hello kplc staff disconnect transformer name pole replacement disappear three days without power leading loss business awendo sare transformer,7-Apr
@governor_ngash,hi good evening area meter number one hour ago heard transformer explosion near areawe production factory meter number power kindly assist,6-Apr
@WMwaniki,kenyapowercare transformer flickering causing low voltage thindigua,6-Apr
@kengache,weve power since today technical team came morning messed transformer went away reference,6-Apr
@KenyaPower_Care,transformer serving faulty replacement process followed,6-Apr
@Queenkomish1,kenyapowercare honkawaya need assistance kabaa ngoluni several new homes come still connected old small transformer resulting power flactuating every evening peak time,6-Apr
@Morgan675349391,niko kari muguga soweto kikuyu behind st charles lwanga catholic churchwhat men siku za maintanceati wanataka hongo ndo wafix transformer thats bs btw come disconnect starring month bila stima come disconnect,6-Apr
@ydan100,kenyapowercare second day power black donholm phase faulty transformer exploded acc cofekafrica kenyasombudsman,6-Apr
@benel_afrika,kenyapowercare good afternoon going hours since technicians come replace one burnt fuse transformer ref affecting account south c nairobi likelihood matter resolved today,6-Apr
@RMukirae,account mununga village githiga location githunguri subcounty kiambu county low power voltage fridges microwaves water pumps inoperable problem could communal transformer could githunguri office rectify issue,6-Apr
@MutukuPetmu2002,darkness weeks nowthe kplc team took transformerjuja road road near total karambee,6-Apr
@sagz1512,kenyapowercare ac rd parklands power issue frequent power outages cant put transformer new buildings constructed suffer,6-Apr
@neemakariba,kenyapowercare hello kenyapowercare lights along ojijo road parklands transformer blown meter kindly assist urgently,6-Apr
@lancashirepw,power juja around gatundu road transformer blew night rains address issue,6-Apr
@markmundu,kenyapowercare kindly fix transformer kirenga market issues different lines weeks week lights account number phone number dm,6-Apr
